Creature Life;Creature Status;Collected Jewels;Completed Leaflets;Amount Learned Rules;Success Rate;Time[s]
1171;LOOSER;3262;976;9;0.833475661827498;7
1172;WINNER;3265;977;15;0.833617747440273;52
1173;WINNER;3268;978;15;0.833759590792839;21
1174;WINNER;3271;979;19;0.833901192504259;5
1175;WINNER;3274;980;4;0.834042553191489;20
1176;WINNER;3277;981;14;0.834183673469388;11
1177;WINNER;3280;982;17;0.834324553950722;18
1178;WINNER;3283;983;18;0.83446519524618;38
1179;WINNER;3286;984;12;0.834605597964377;34
1180;WINNER;3289;985;20;0.834745762711864;34
1181;WINNER;3292;986;19;0.834885690093141;17
1182;WINNER;3295;987;12;0.83502538071066;12
1183;LOOSER;3297;987;9;0.834319526627219;27
1184;LOOSER;3298;987;16;0.833614864864865;47
1185;WINNER;3301;988;21;0.833755274261603;15
1186;WINNER;3304;989;17;0.83389544688027;47
1187;WINNER;3307;990;5;0.834035383319292;50
1188;WINNER;3310;991;19;0.834175084175084;2
1189;WINNER;3313;992;11;0.834314550042052;13
1190;LOOSER;3314;992;8;0.833613445378151;47
1191;WINNER;3317;993;15;0.83375314861461;45
1192;WINNER;3320;994;22;0.833892617449664;34
1193;WINNER;3323;995;12;0.834031852472758;0
1194;WINNER;3326;996;11;0.834170854271357;49
1195;LOOSER;3328;996;7;0.83347280334728;47
1196;WINNER;3331;997;13;0.833612040133779;35
1197;WINNER;3334;998;23;0.83375104427736;37
1198;LOOSER;3336;998;9;0.8330550918197;17
1199;WINNER;3339;999;13;0.833194328607173;19
1200;WINNER;3342;1000;14;0.833333333333333;1
1201;WINNER;3345;1001;10;0.833472106577852;25
1202;WINNER;3348;1002;20;0.833610648918469;45
1203;WINNER;3351;1003;13;0.833748960931006;59
1204;WINNER;3354;1004;9;0.833887043189369;0
1205;WINNER;3357;1005;9;0.83402489626556;55
1206;WINNER;3360;1006;5;0.834162520729685;23
1207;WINNER;3363;1007;19;0.834299917149959;3
1208;WINNER;3366;1008;9;0.834437086092715;34
1209;WINNER;3369;1009;19;0.834574028122415;27
1210;WINNER;3372;1010;17;0.834710743801653;9
1211;WINNER;3375;1011;13;0.834847233691164;41
1212;WINNER;3378;1012;25;0.834983498349835;48
1213;WINNER;3381;1013;15;0.835119538334707;46
1214;LOOSER;3382;1013;4;0.834431630971993;57
1215;WINNER;3385;1014;22;0.834567901234568;5
1216;WINNER;3388;1015;9;0.834703947368421;14
1217;WINNER;3391;1016;18;0.834839769926048;37
1218;LOOSER;3393;1016;9;0.834154351395731;58
1219;WINNER;3396;1017;12;0.834290401968827;27
1220;WINNER;3399;1018;15;0.834426229508197;53
1221;WINNER;3402;1019;18;0.834561834561835;42
1222;LOOSER;3404;1019;8;0.833878887070376;27
1223;WINNER;3407;1020;11;0.834014717906787;17
1224;WINNER;3410;1021;22;0.834150326797386;41
1225;WINNER;3413;1022;14;0.834285714285714;59
1226;WINNER;3416;1023;15;0.83442088091354;8
1227;WINNER;3419;1024;14;0.834555827220864;25
1228;WINNER;3422;1025;11;0.834690553745928;52
1229;WINNER;3425;1026;2;0.834825061025224;38
1230;WINNER;3428;1027;9;0.834959349593496;1
1231;LOOSER;3430;1027;16;0.834281072298944;7
1232;WINNER;3433;1028;13;0.834415584415584;4
1233;LOOSER;3435;1028;5;0.833738848337389;37
1234;WINNER;3438;1029;14;0.83387358184765;54
1235;WINNER;3441;1030;21;0.834008097165992;49
1236;WINNER;3444;1031;19;0.834142394822006;50
1237;WINNER;3447;1032;14;0.834276475343573;4
1238;WINNER;3450;1033;17;0.834410339256866;7
1239;LOOSER;3452;1033;8;0.833736884584342;27
1240;LOOSER;3454;1033;13;0.833064516129032;17
1241;LOOSER;3456;1033;6;0.832393231265109;17
1242;WINNER;3459;1034;12;0.832528180354267;0
1243;LOOSER;3461;1034;18;0.831858407079646;27
1244;WINNER;3464;1035;9;0.831993569131833;27
1245;LOOSER;3466;1035;6;0.831325301204819;27
1246;WINNER;3469;1036;16;0.831460674157303;53
1247;WINNER;3472;1037;10;0.831595829991981;7
1248;WINNER;3475;1038;6;0.831730769230769;49
1249;WINNER;3478;1039;25;0.831865492393915;53
1250;WINNER;3481;1040;13;0.832;55
1251;WINNER;3484;1041;16;0.832134292565947;18
1252;WINNER;3487;1042;16;0.832268370607029;52
1253;WINNER;3490;1043;9;0.832402234636871;11
1254;WINNER;3493;1044;20;0.832535885167464;59
1255;LOOSER;3495;1044;8;0.831872509960159;7
1256;WINNER;3498;1045;7;0.832006369426752;5
1257;WINNER;3501;1046;13;0.832140015910899;8
1258;WINNER;3504;1047;16;0.832273449920509;41
1259;WINNER;3507;1048;14;0.832406671961874;5
1260;WINNER;3510;1049;9;0.832539682539683;45
1261;WINNER;3513;1050;12;0.832672482157018;14
1262;WINNER;3516;1051;22;0.832805071315372;49
1263;WINNER;3519;1052;7;0.832937450514648;35
1264;WINNER;3522;1053;8;0.833069620253165;14
1265;WINNER;3525;1054;14;0.833201581027668;8
1266;LOOSER;3527;1054;13;0.832543443917852;37
1267;LOOSER;3529;1054;16;0.8318863456985;27
1268;WINNER;3532;1055;6;0.832018927444795;32
1269;WINNER;3535;1056;12;0.832151300236407;1
1270;WINNER;3538;1057;34;0.832283464566929;51
1271;WINNER;3541;1058;9;0.832415420928403;7
1272;WINNER;3544;1059;11;0.832547169811321;5
1273;WINNER;3547;1060;11;0.832678711704635;55
1274;LOOSER;3549;1060;14;0.832025117739403;7
1275;WINNER;3552;1061;8;0.832156862745098;3
1276;WINNER;3555;1062;18;0.832288401253918;40
1277;WINNER;3558;1063;11;0.832419733750979;4
1278;LOOSER;3560;1063;8;0.831768388106416;47
1279;WINNER;3563;1064;11;0.831899921813917;18
1280;WINNER;3566;1065;22;0.83203125;6
1281;WINNER;3569;1066;12;0.83216237314598;23
1282;LOOSER;3571;1066;5;0.831513260530421;37
1283;WINNER;3574;1067;20;0.831644583008574;34
1284;WINNER;3577;1068;15;0.831775700934579;53
1285;WINNER;3580;1069;25;0.831906614785992;49
1286;WINNER;3583;1070;8;0.83203732503888;54
1287;WINNER;3586;1071;14;0.832167832167832;54
1288;WINNER;3589;1072;19;0.832298136645963;32
1289;WINNER;3592;1073;18;0.832428238944919;12
1290;WINNER;3595;1074;11;0.832558139534884;20
1291;WINNER;3598;1075;22;0.832687838884586;57
1292;WINNER;3601;1076;9;0.8328173374613;58
1293;WINNER;3604;1077;11;0.832946635730858;47
1294;WINNER;3607;1078;12;0.833075734157651;11
1295;WINNER;3610;1079;9;0.833204633204633;24
1296;LOOSER;3612;1079;14;0.832561728395062;47
1297;WINNER;3615;1080;21;0.832690824980725;41
1298;WINNER;3618;1081;12;0.832819722650231;20
1299;LOOSER;3620;1081;18;0.832178598922248;37
1300;WINNER;3623;1082;27;0.832307692307692;35
1301;WINNER;3626;1083;18;0.832436587240584;30
1302;WINNER;3629;1084;14;0.832565284178187;19
1303;WINNER;3632;1085;18;0.832693783576362;19
1304;LOOSER;3634;1085;11;0.832055214723926;7
1305;WINNER;3637;1086;14;0.832183908045977;56
1306;LOOSER;3639;1086;6;0.831546707503829;47
1307;WINNER;3642;1087;19;0.831675592960979;0
1308;WINNER;3645;1088;15;0.831804281345566;45
1309;WINNER;3648;1089;10;0.831932773109244;47
1310;WINNER;3651;1090;15;0.83206106870229;25
1311;WINNER;3654;1091;17;0.832189168573608;9
1312;WINNER;3657;1092;27;0.832317073170732;26
1313;LOOSER;3658;1092;11;0.831683168316832;57
1314;LOOSER;3660;1092;10;0.831050228310502;36
1315;WINNER;3663;1093;13;0.831178707224335;58
1316;WINNER;3666;1094;14;0.831306990881459;41
1317;WINNER;3669;1095;11;0.831435079726651;45
1318;WINNER;3672;1096;9;0.831562974203338;38
1319;WINNER;3675;1097;11;0.831690674753601;19
1320;WINNER;3678;1098;7;0.831818181818182;0
1321;WINNER;3681;1099;13;0.831945495836487;1
1322;WINNER;3684;1100;10;0.832072617246596;50
1323;WINNER;3687;1101;22;0.832199546485261;42
1324;WINNER;3690;1102;22;0.832326283987915;46
1325;WINNER;3693;1103;8;0.832452830188679;28
1326;LOOSER;3695;1103;13;0.831825037707391;27
1327;WINNER;3698;1104;22;0.831951770911831;50
